score,distance_to_goal,n_steps,sum_dists,payload_pos_w,payload_vel_w,payload_accel_w,payload_quat_w_0,payload_quat_w_1,payload_quat_w_2,payload_quat_w_3,drone_quat_w_0,drone_quat_w_1,drone_quat_w_2,drone_quat_w_3,payload_angvel_w,drone_angvel_w,cable_angles_w,N,r_T,r_tau,W_Tf,T_f_initial,N_lookahead,velocity_ref
26.179860601618817,26.179860601618817,12001,11.634545152562945,3.0992441205835317,0.28920463947639263,0.1098237668954052,0.16723450802231446,0.19812488567542325,0.1978735184255616,0.20429007332876165,0.043604601444684706,0.17520343905482932,0.20657367605896543,0.07738435290260677,0.15888815472659182,0.14511181956876062,0.08191050147892043,5,0.16556898128625933,0.19396941360854106,0.2656539731291306,0.3914059801727967,2,2.2360429566761564
28.407714171852263,28.407714171852263,12001,5.960665914485238,9.284129658146828,0.02080281902861435,0.08688314387406257,0.13508247271027887,0.1097427741410747,0.17801423124328208,0.11906788799830953,0.05913749185661543,0.08811169281327468,0.21938613623947528,0.28633038092980756,0.11036126316959169,0.1991022008603938,0.17895915856724,9,0.09426612668371787,0.14256754085641535,0.26453819239496534,0.16539496940408172,8,2.0508435338138935
23.57741379406174,23.57741379406174,12001,17.694001228152903,2.3686732512180035,0.19206933617977132,0.05342429610443154,0.17102389370067253,0.12433626776698518,0.11220038131190502,0.2567093378612779,0.07552021167589489,0.10066401244377483,0.24299148971688483,0.011382162522500116,0.0018644020453051024,0.04748608974944511,0.21404788050482207,6,0.11659781201034262,0.2412322436161877,0.25058057633420544,0.4104897564290837,9,4.489533808814533
28.423341728896837,28.423341728896837,12001,0.07698216257392838,0.5633554210947448,0.2008749387384614,0.006280611096988886,0.12180248643815857,0.13338210447911705,0.045730356500192526,0.0006096094956397512,0.13207969875521489,0.26979393258493284,0.2764735383739625,0.17784764691008753,0.25901460651909197,0.26187208281305024,0.045132899560277974,19,0.0697436742332845,0.26371658555424204,0.03219413991214841,0.10092048412363552,6,0.5875657727184069
0.9664927715808311,0.9664927715808311,7814,581.2071224235834,5.9066120858283675,0.00530582814462689,0.0378888951316249,0.22820325855274023,0.2643755331102253,0.14600158055262574,0.2449897751259664,0.07358640784829316,0.08887793767213892,0.24280255704595155,0.21744085696424503,0.19650271040494904,0.07727544067148988,0.09608657437052685,8,0.18790160519255134,0.09839022840902747,0.10689984241115101,1.3045319305980099,5,0.8729931789313287
1.2038671219843997,1.2038671219843997,3599,350.8181579456247,2.0651157268625537,0.2177054926361824,0.20956594858895047,0.12335045950532632,0.2595002776504497,0.0452703507622337,0.13760123716972236,0.030938763322097673,0.22383657890550016,0.20579625109006106,0.2382621187579166,0.19132377322145513,0.26561275974267395,0.023747440513268426,5,0.12279757234546373,0.29488851395391286,0.0777411491994111,1.4340798574940097,9,4.058712764212621
21.42629193001479,21.42629193001479,12001,14.801613402456988,6.924745083125233,0.17725851561260123,0.06629894622402631,0.2529949480572258,0.003057267679852793,0.1886049967622225,0.18527558950103998,0.13913675088799154,0.12157987334018193,0.16043172687607038,0.028221239985615043,0.035308094448979796,0.18074782440360804,0.2698062228202453,14,0.12637982294777397,0.20051598183039387,0.27612515071649035,0.5672455252801696,5,3.8225023029299967
0.6629156982407328,0.6629156982407328,3794,424.20394853340684,9.546674268073287,0.018515128159223394,0.09137668012768857,0.016021224677611055,0.15030870194190035,0.16405592101480884,0.28862712801493456,0.18700240748887104,0.2501946077147315,0.06685101775568798,0.2356299180959083,0.15521038527267797,0.0602147619322262,0.13533898157871346,16,0.06392444786421896,0.04348733056670196,0.24502182815809104,1.9451252319837098,6,1.5490863668436794
1.1572347106754113,1.1572347106754113,4462,641.5337835427448,9.587445054118659,0.024579517479146284,0.16282550694560727,0.004892941976251141,0.0468786568560927,0.22144959806067074,0.1678492663635514,0.23038180996612045,0.2035780211268102,0.019515974731535702,0.26131239231633435,0.13490272085442698,0.12656310505028154,0.19875619827958432,14,0.2993670292550287,0.12463151555963851,0.23653407133582927,1.7169079145243242,6,3.2274853798966054
0.34596897884620137,0.38552371558828935,7979,810.6387307720823,4.17504863430045,0.07172572914565362,0.263441872653586,0.14823970970493608,0.17667075422484974,0.27202572019773014,0.041090897021526795,0.2590389213637515,0.012640681386109442,0.10487347429690104,0.04569533050722475,0.20414164382827424,0.02059107502715236,0.042678522631898176,10,0.03568060461672529,0.2577589451980617,0.16705562153116474,1.3406353809822245,2,4.285797101336229
1.2727447744858356,1.2727447744858356,4199,614.67343957712,9.072388777093613,0.2016343533592947,0.00844962876648161,0.2882871746060285,0.13312401358361856,0.23770208849414087,0.1758337812419219,0.07396220940203493,0.19063250111920516,0.15231293861491135,0.19477080490313314,0.07285326871394811,0.25978971874665185,0.057107765697381116,18,0.1787300553030025,0.26431308654895563,0.13079611782655776,1.7712252226494265,9,1.2081174414807414
21.328445640796264,21.328445640796264,12001,17.50290715421006,3.030340493816576,0.269956105133693,0.25094734721624534,0.24694417189717077,0.199270818431281,0.09974821896249748,0.1745923016518117,0.1889951828999417,0.015290825374986071,0.19761507588076518,0.2991042239576362,0.07947040594456527,0.08503234749788184,0.0370925058011683,18,0.24513394381117837,0.006262552581206682,0.24382296212708396,0.5723779279923711,9,3.6032652674537475
0.26315805430989847,0.4661143495516984,6259,141.9832585939083,0.6810752256183152,0.28898555123688807,0.2920449819859187,0.13490495831098184,0.04241125399169927,0.19707442790392263,0.2414970894236424,0.05369763830519556,0.2616001420229704,0.008707348642204859,0.026447203120930473,0.2430777640827605,0.13139905712950814,0.11796283056691462,5,0.17598253748100587,0.14835249006033893,0.22424402274915814,1.3908501428525826,4,1.7941891553872236
1.1786479381893484,1.1786479381893484,3526,405.1212567984389,5.208604222190536,0.2853745725672459,0.08320093005501945,0.1363471237394281,0.19868578944069182,0.27059199713088056,0.006623934336574866,0.04577351015184548,0.2838734605533545,0.010622281632882856,0.11484497630376966,0.1676170451466837,0.13044144175329922,0.030122724970441838,10,0.24231186334773946,0.1749572266499584,0.23169178014138564,1.8147312886041196,7,2.3855849767785546
18.634007176931885,18.634007176931885,12001,149.88181074361293,4.099313602035473,0.17880341274208503,0.10962893716908884,0.07060011214247293,0.07080930164344214,0.28846410673606593,0.07558799243550016,0.030076261547707216,0.25370637912567223,0.22333943763625144,0.2460914052378674,0.2406933761385074,0.016028671987844887,0.14885562219019938,15,0.08385099251189783,0.24596487969584396,0.29102326054453137,0.7505798278194566,7,4.2015576872265195
