score,targets_reached,n_steps,payload_accel_w,payload_quat_w_0,payload_quat_w_1,payload_quat_w_2,payload_quat_w_3,drone_quat_w_0,drone_quat_w_1,drone_quat_w_2,drone_quat_w_3,payload_angvel_w,drone_angvel_w,cable_angles_w,N,velocity_ref,r_T,r_tau,W_Tf,T_f_initial
9981,0,12001,1,0.3055722721385329,0.14642154289494227,0.32911140568247677,0.49724640346459326,0.47376858179059633,0.2473420797961392,0.22559424238803194,0.09529228180679314,0.2961910572000326,0.39172253953333536,0.20191948448479285,18,1.1920922324445828,0.09967294048368067,0.018766505744427345,0.28297687230270074,0.16389481430138544
9957,24,12001,1,0.5,0.36518258534042947,0.46256773653063504,0.0,0.3801930687394726,0.0,0.4883307833907992,0.32889273949948256,0.41211304242358504,0.5,0.0,13,0.0,0.34147610304425713,0.0,0.20292457823216828,0.1927046031426266
9964,17,37,8,0.4434280751856142,0.4261045533693949,0.3702744452604334,0.006823417373107574,0.08372937081603317,0.2577000967185802,0.040129080764939276,0.3532539059094429,0.422532243047027,0.07323328827736648,0.44594656044121866,16,1.3853165314998273,0.1673625138910822,0.2697949664109315,0.063243901281097,1.5589289263409667
9981,0,12001,0,0.46106678261393286,0.4898783423025859,0.01367773049643172,0.41827275507377043,0.3564035246164378,0.23531025684749396,0.4828359761742988,0.2492855352724127,0.0,0.2050639530497965,0.16455797954676385,19,10.0,0.36941643074206054,0.004966916998779294,0.21319828723551312,1.5227743232547886
9401,580,1688,2,0.5,0.31942849381770566,0.3233605574142559,0.007899185984601768,0.41123764298296017,0.22663480693405008,0.24556731822524552,0.3846547766595715,0.1895053319359738,0.3296905677856852,0.28137706550888425,13,1.4654447096745293,0.18445831424922,0.14465970710701814,0.23052843478489282,1.045083422782975
9561,420,1261,2,0.4953302540794499,0.3182268102380678,0.31583394505569895,0.02031691996563113,0.3946563360360727,0.21946598909591328,0.24986625737345924,0.37136344276365774,0.20290833655914473,0.336984397166992,0.2797736637946802,13,1.512556875781045,0.19514290613606572,0.12908453120789598,0.22784731414372422,1.1263092779539359
9581,400,818,3,0.5,0.5,0.325622302999761,0.0,0.21249135190969326,0.2022986171520985,0.23271928160602517,0.5,0.16156838922354855,0.3468025350647171,0.4826285105771383,15,2.947789926266418,0.0,0.35901732065603403,0.2073986261301327,1.1380396890148405
9561,420,1927,3,0.3650397552785917,0.30299638676362695,0.025299583337923703,0.20694706248732236,0.22285406011569503,0.13832739621157908,0.20690713422938203,0.38998259152885484,0.4016881702661477,0.28938136039427564,0.14716914186587352,14,1.6928516391158108,0.19515271098807307,0.0,0.050803053542780835,0.7736307818265523
9761,220,968,3,0.04822460692615818,0.0,0.4782749152154699,0.08325705913304782,0.02201680838000476,0.0620032776877383,0.3662102371035597,0.0,0.43903424166333477,0.5,0.017471400997135587,16,10.0,0.17532829700673655,0.29842743606789335,0.1616028350375041,0.534906725070787
9910,71,150,2,0.5,0.35690907542718037,0.2703923757044615,0.02408368979622364,0.34139576537917915,0.47279041580554887,0.4167567334922523,0.26233775522926245,0.14694807887723166,0.0,0.28018124795442073,16,3.8575666245532156,0.3224385496178548,0.47460314177561186,0.047115526422523105,1.2289962999125053
